ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Political Ideology _1,Party Affiliation _1,Voting,G2-Timer_First Click,G2-Timer_Last Click,G2-Timer_Page Submit,G2-Timer_Click Count,g2-field-study,g2-field-work,g2q2_1,g2q2_2,g2q3a,g2q3b,g2q3c,g2p4_1,g2p4_2,G1-Timer_First Click,G1-Timer_Last Click,G1-Timer_Page Submit,G1-Timer_Click Count,G1_control,G1_republican,G1_democratic,G1_Q2_allgroups,G1_Q3_allgroups,G1_Q4_allgroups,G3-Timer_First Click,G3-Timer_Last Click,G3-Timer_Page Submit,G3-Timer_Click Count,g3q1_1,g3q1_2,g3q1_3,g3q3,g3q2-attention check,G5_timer_First Click,G5_timer_Last Click,G5_timer_Page Submit,G5_timer_Click Count,G5q1_trust_headline,G5q2_successful,G5q3_trust_platforms_1,G5q3_trust_platforms_2,G5q3_trust_platforms_3,G5q3_trust_platforms_4,G5q3_trust_platforms_5,G7_timer_First Click,G7_timer_Last Click,G7_timer_Page Submit,G7_timer_Click Count,G7Q1,G7Q2,G7Q3,G7Q4,G13-Timer_First Click,G13-Timer_Last Click,G13-Timer_Page Submit,G13-Timer_Click Count,G13_DV,G14_timer_First Click,G14_timer_Last Click,G14_timer_Page Submit,G14_timer_Click Count,G14_Axis1_IOcooperat,G14_Axis1_sovereignt,G14_Axis2_democracy,G14_Axis2_strongman,G14_Axis2_majority,G14_Axis2_constituti,Overall_ManipulCheck,Overall_ManipulCheck_DO,rid,age,gender,hhi,ethnicity,hispanic,education,political_party,region,zip,state,Create New Field or Choose From Dropdown...,FL_76_DO,Group2_Gender&AcademicCapability-FirstHalf_DO,Group1_CampaignFinance_DO,Group3_ImmigrantsOrigins_DO,Group5_MistrustSocialMedia_DO,Group7_JunkfoodAds_DO,Group13_AITrust_DO,Group14_Authoritarianism&AmericanRights_DO
R_3Ntz9LHxoHEFaSI,29.3257,-99.4758,anonymous,EN,0.899999976,Yes,Male,,1997,Two or more races,Hispanic or Latino,High school diploma or GED,Working part-time,"Less than $25,000",Texas,Rural,,Moderate,Independent,I didn't vote in the last election,2.217,44.089,46.101,8,Military ,Fry cook ,Poor,Excellent,Strong work ethic,,,Good,Average,5.01,53.999,54.583,10,,Support,,"Democrats, by a lot",5 million ,No,2.551,40.64,42.359,14,To a moderate extent,To a great extent,To a moderate extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,1.086,54.108,55.047,19,Distrust,Very Unlikely,Uncertain/Undecided,Uncertain/Undecided,Likely,Very Likely,Very Likely,3.46,144.066,145.181,12,Yes,Unhealthy,I'd grab it instantly!,Strongly Agree,1.443,14.691,16.056,8,Collaboration between AI and Human (50-50),5.434,50.323,51.397,18,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819b107-a3fa-a106-1970-263ab863637e,27,1,1,3,2,2,2,3,78881,,,Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group13_AITrust,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5SiXr1bDjhapOD1,29.4401,-98.4546,anonymous,EN,1,Yes,Female,,1976,White,Not Hispanic or Latino,"Some college, but no degree",Unemployed and looking for work,"Less than $25,000",Texas,Urban,,Very Liberal,Strong Democrat,Democratic candidate,4.082,24.218,25.521,8,Gwneral,Warehouse,Average,Average,,,Strong work ethic,Average,Average,13.284,53.41,54.678,8,,,Support,"Republicans, by a lot",50000000,Yes,1.131,44.956,45.924,24,To a very great extent,To a very great extent,To a very great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,41.713,98.214,99.884,16,Strongly Trust,Unlikely,Very Unlikely,Likely,Likely,Likely,Very Unlikely,2.081,25.479,31.513,12,Yes,Unhealthy,I'd grab it instantly!,Strongly Agree,5.227,20.93,22.458,7,Human alone,4.667,49.928,53.531,19,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Evaluating a student's academic performance,A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Trust of social media platforms|Campaign finance or donation limit,6819b1db-6eb3-759d-7907-7406e8834e69,49,2,5,1,1,4,8,3,79107,,,Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group13_AITrust|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_70QNP98VkVxGBk5,42.2886,-83.4641,anonymous,EN,1,Yes,Female,,1969,Asian,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",Michigan,Suburban,,Moderate,Lean Democrat,Democratic candidate,293.439,350.229,352.461,4,Computer Applications,Consulting,Good,Good,,Natural brilliance,,Good,Good,18.554,60.022,61.545,5,,Somewhat oppose,,Both parties receive similar amounts,100000000,No,460.074,487.402,489.34,4,To a great extent,To a great extent,To a great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,393.58,406.164,407.197,7,Distrust,Can't say,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,Uncertain/Undecided,39.472,51.647,53.487,4,Yes,Moderate,I'd probably say yes.,Neither Agree nor Disagree,888.622,888.622,891.656,1,Human assisted by AI,223.27,275.167,276.934,6,Neutral,Agree,Agree,Disagree,Neutral,Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Trust of social media platforms|Campaign finance or donation limit,6819a049-8f25-1730-a250-ca7eaacbb9ad,55,2,23,4,1,7,1,2,49004,,,Group13_AITrust|Group7_JunkfoodAds|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7PTpTK3ljKo8Z7H,33.8229,-84.3535,anonymous,EN,0.899999976,Yes,Male,,2005,Black or African American,Hispanic or Latino,High school diploma or GED,Working part-time,"Less than $25,000",Georgia,Suburban,,Moderate,Democrat,Democratic candidate,1.739,43.046,44.326,11,Job corp ,Logan road house ,Average,Average,,Natural brilliance,,Average,Average,1.445,32.908,33.801,11,Somewhat support,,,"Democrats, by a little",50,Yes,1.911,15.777,17.282,12,To a very small extent,To a small extent,To a moderate extent,"Yes, I have close family members who are immigrants.,Yes, I have friends who are immigrants.,No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,1.033,15.015,15.938,14,Strongly Trust,Very Likely,Very Unlikely,Likely,Very Likely,Very Likely,Very Likely,2.501,52.296,53.351,13,Yes,Moderate,I'd probably say yes.,Agree,0.843,7.393,16.3,6,Human assisted by AI,1.043,18.52,20.76,17,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms|Evaluating a student's academic performance,6819b42b-c2e8-7168-ab9c-f60853f1a1ad,19,1,1,2,14,2,4,3,31407,,,Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds|Group13_AITrust|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7WJvZEejOg58bKl,40.4566,-85.3733,anonymous,EN,1,Yes,Female,,1960,White,Not Hispanic or Latino,High school diploma or GED,Retired,"Less than $25,000",Indiana,Suburban,,Moderate,Independent,Republican candidate,3.501,27.515,28.417,9,None,None,Average,Average,,Natural brilliance,,Poor,Poor,3.049,34.093,35.193,11,,,Support,"Democrats, by a lot","25,000",No,1.465,32.452,33.69,11,To a great extent,To a great extent,To a great extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,1.992,36.43,37.266,13,Can't say,Can't say,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,3.218,32.059,33.726,11,Yes,Moderate,I'd politely pass.,Agree,1.362,13.905,15.836,5,Human alone,7.291,45.777,46.56,11,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Evaluating a student's academic performance,Campaign finance or donation limit|Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court,6819b4f2-46c1-bc76-b967-4c0e8daa48e9,64,2,3,1,1,2,6,2,47348,,,Group13_AITrust|Group5_MistrustSocialMedia|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_Collab|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1Ns7RZtHIsdm3Uc,34.0124,-118.3414,anonymous,EN,0.899999976,Yes,Male,,1996,White,Hispanic or Latino,Associates or technical degree,Working full-time,"$25,000-$49,999",California,Urban,,Moderate,Lean Republican,Democratic candidate,1.073,26.106,27.129,18,Business,Busines,Average,Good,,,Strong work ethic,Good,Good,0.695,8.063,15.913,12,,Somewhat support,,"Democrats, by a lot",10,Yes,1.322,6.005,19.812,8,To a moderate extent,To a very small extent,To a somewhat great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,0.671,15.95,18.5,15,Trust,Likely,Likely,Likely,Very Likely,Very Likely,Very Likely,0.762,10.142,72.413,10,Yes,Healthy,I'd think about it.,Strongly Agree,0.673,2.45,20.241,2,Collaboration between AI and Human (50-50),0.165,16.935,17.433,14,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Trust of social media platforms,Evaluating a student's academic performance|Campaign finance or donation limit|Trust of social media platforms|A case heard and decided by the International Criminal Court,6819b5c4-6098-9026-db82-2aadac8641a9,28,1,6,1,2,5,1,4,90018,,,Group7_JunkfoodAds|Group13_AITrust|Group14_Authoritarianism&AmericanRights|Group3_ImmigrantsOrigins|Group1_CampaignFinance|Group5_MistrustSocialMedia,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_instagram|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_2|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5e9LtCZyZ99EDQk,29.4187,-98.6882,anonymous,EN,0.800000012,Yes,Female,,1980,White,Not Hispanic or Latino,Associates or technical degree,Working part-time,"$75,000-$99,999",Oregon,Rural,,Moderate,Independent,Neither - voted for an independent candidate,2.159,20.844,21.428,9,Idk,Retail,Good,Good,,,Natural brilliance,Good,Good,2.186,25.274,25.835,10,,Support,,Both parties receive similar amounts,1000,No,0.834,47.322,48.981,13,To a moderate extent,To a somewhat great extent,To a somewhat great extent,"Yes, I have close family members who are immigrants.",An immigrant who is applying for permanent residency in the United States,2.38,22.592,23.247,15,Can't say,Can't say,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,1.471,30.73,32.088,13,Yes,Unhealthy,I'd probably say yes.,Neither Agree nor Disagree,2.839,12.886,15.89,7,Collaboration between AI and Human (50-50),3.562,49.378,50.296,18,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Trust of social media platforms|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819b5d3-195e-b0f3-9e4a-f60dbf18c17e,45,2,9,1,1,5,3,4,97907,,,Group13_AITrust|Group5_MistrustSocialMedia|Group1_CampaignFinance|Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_tiktok|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7aZLpGM1xBXz7Il,34.8939,-81.834,anonymous,EN,0.899999976,Yes,Female,,1994,White,Not Hispanic or Latino,Associates or technical degree,Unemployed and looking for work,"$25,000-$49,999",Pennsylvania,Urban,,Moderate,Republican,Republican candidate,13.165,56.456,58.802,9,Human Resources Management ,Retails ,Excellent,Excellent,"External help (tutors, parents)",,,Average,Average,10.812,31.993,33.281,7,Support,,,Both parties receive similar amounts,50000,Yes,28.539,46.895,47.746,9,To a great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,16.37,47.694,48.695,14,Can't say,Very Likely,Likely,Likely,Likely,Uncertain/Undecided,Unlikely,5.193,20.08,33.901,8,Yes,Healthy,I'd politely pass.,Strongly Agree,143.58,148.932,149.801,3,Collaboration between AI and Human (50-50),37.9,135.511,138.201,19,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,A case heard and decided by the International Criminal Court,Evaluating a student's academic performance|Campaign finance or donation limit|A case heard and decided by the International Criminal Court|Trust of social media platforms,6819a7f6-f9ef-527b-9fff-0e5943297c76,30,2,2,1,1,6,2,3,29306,,,Group5_MistrustSocialMedia|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_5kNSXKARxmhWeVU,41.5681,-87.1749,anonymous,EN,0.899999976,Yes,Female,,1979,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$150,000 or more",Indiana,Suburban,,Very Concservative,Strong Republican,Republican candidate,16.744,86.437,87.033,9,Retail ,Grocery stores ,Good,Excellent,Natural brilliance,,,Excellent,Poor,18.446,44.252,45.247,6,,,Support,"Democrats, by a little",100000,Yes,10.27,28.343,29.036,6,To a moderate extent,To a moderate extent,To a moderate extent,"No, I do not personally know any immigrants.",An immigrant who is applying for permanent residency in the United States,10.834,30.568,31.149,12,Strongly Distrust,Very Unlikely,Very Likely,Unlikely,Likely,Likely,Likely,2.701,61.68,62.444,9,Yes,Moderate,I'd definitely say no.,Agree,1.016,19.931,21.147,6,Human alone,5.165,106.021,106.617,13,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Neutral,A case heard and decided by the International Criminal Court,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819b5bf-fc09-978f-c277-85d849865142,45,2,21,1,1,2,3,2,46368,,,Group5_MistrustSocialMedia|Group7_JunkfoodAds|Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group13_AITrust,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-control|g3q1|g3q3|g3q2-attention check,G5_timer|G5_snapchat|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_1fTcZTyz6fHkZH3,26.4525,-80.1562,anonymous,EN,1,Yes,Female,,1997,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$25,000-$49,999",New York,Suburban,,Somewhat Liberal,Strong Democrat,Democratic candidate,1.332,26.93,28.388,3,Education,Teacher,Excellent,Excellent,Strong work ethic,,,Excellent,Average,7.226,31.257,32.078,5,,Support,,"Republicans, by a lot",1000,Yes,8.967,16.268,17.526,4,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,10.653,27.304,28.815,13,Can't say,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,Unlikely,1.763,32.262,33.12,13,Yes,Healthy,I'd probably say yes.,Strongly Agree,281.592,281.592,282.586,1,Collaboration between AI and Human (50-50),9.282,36.098,36.942,10,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Trust of social media platforms|Campaign finance or donation limit|Evaluating a student's academic performance,6819b58f-f506-6286-3627-ba365a516730,27,2,6,1,1,6,1,1,33446,,,Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group13_AITrust|Group1_CampaignFinance|Group14_Authoritarianism&AmericanRights|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1a|g2q2|G2-Timer,G1-Timer|G1_republican|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x2|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_SongColl|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7FVZxxsKGc5e4BI,21.293,-157.8268,anonymous,EN,1,Yes,Male,,1942,Asian,Not Hispanic or Latino,Bachelor’s degree,Retired,"$75,000-$99,999",Hawaii,Urban,,Moderate,Strong Democrat,Democratic candidate,4.54,71.869,72.947,5,Accounting,Finance,Excellent,Excellent,,Natural brilliance,,Excellent,Excellent,26.265,61.644,63.733,4,,,Support,"Republicans, by a lot",5000,No,44.606,63.39,64.876,4,To a moderate extent,To a moderate extent,To a small extent,I’m not sure.,An immigrant who is applying for permanent residency in the United States,58.646,78.934,80.499,7,Distrust,Unlikely,Very Unlikely,Unlikely,Unlikely,Very Unlikely,Unlikely,281.422,309.937,312.3,4,Yes,Moderate,I'd definitely say no.,Neither Agree nor Disagree,58.059,58.059,60.617,1,Human alone,11.398,69.647,71.249,6,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,A case heard and decided by the International Criminal Court,Campaign finance or donation limit|Trust of social media platforms|A case heard and decided by the International Criminal Court|Evaluating a student's academic performance,6819b81e-9459-6dce-3506-7407362a9fb0,83,1,18,7,1,7,1,4,96814,,,Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group3_ImmigrantsOrigins|Group5_MistrustSocialMedia|Group13_AITrust|Group7_JunkfoodAds,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_control|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_LowRisk_BlogWrit|G13_DV,G14_timer|G14_Control|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_6e5eZ26PFG0izeX,46.5922,-120.53,anonymous,EN,0.699999988,Yes,Male,,1996,White,Hispanic or Latino,Bachelor’s degree,Unemployed and looking for work,"Less than $25,000",Washington,Urban,,Somewhat Liberal,Democrat,Democratic candidate,3.244,71.036,73.326,12,Sociology,Psychology ,Excellent,Excellent,,,Natural brilliance,Excellent,Excellent,31.002,67.72,69.12,9,,,Somewhat oppose,"Republicans, by a little",1000000,No,29.047,62.28,62.893,10,To a very great extent,To a very great extent,To a very great extent,"Yes, I have friends who are immigrants.",An immigrant who is applying for permanent residency in the United States,28.42,68.129,69.048,21,Strongly Distrust,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,Very Unlikely,5.828,55.842,56.861,12,Yes,Unhealthy,I'd think about it.,Neither Agree nor Disagree,3.455,34.701,35.76,3,Human assisted by AI,8.192,139.741,140.64,18,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,A case heard and decided by the International Criminal Court,A case heard and decided by the International Criminal Court|Evaluating a student's academic performance|Trust of social media platforms|Campaign finance or donation limit,6819bd01-219e-f996-d9dc-640707560fba,28,1,1,1,2,6,1,4,98902,,,Group3_ImmigrantsOrigins|Group14_Authoritarianism&AmericanRights|Group13_AITrust|Group7_JunkfoodAds|Group5_MistrustSocialMedia|Group1_CampaignFinance,g2-field-study|g2-field-work|g2q1c|g2q2|G2-Timer,G1-Timer|G1_democratic|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-2x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_facebook|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_treatment_ads|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_3|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
R_7L6EuFuCumcsvda,27.8895,-82.2421,anonymous,EN,0.899999976,Yes,Male,,2000,White,Not Hispanic or Latino,Associates or technical degree,Working full-time,"$25,000-$49,999",Florida,Urban,,Very Liberal,Strong Republican,Republican candidate,1.519,35.047,35.741,8,Help desk analyst ,IT department ,Good,Average,,"External help (tutors, parents)",,Excellent,Average,0.662,8.786,16.954,10,Support,,,"Democrats, by a little",100000,Yes,0.734,14.318,15.829,16,To a moderate extent,To a very great extent,To a somewhat great extent,"Yes, I have coworkers or acquaintances who are immigrants.",The impact of climate change on the American society,1.378,16.642,17.171,21,Strongly Trust,Can't say,Unlikely,Likely,Unlikely,Uncertain/Undecided,Very Unlikely,1.227,31.789,33.681,16,Yes,Moderate,I'd probably say yes.,Agree,1.131,14.733,16.056,5,AI assisted with Human,0.723,16.453,16.467,14,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Evaluating a student's academic performance,Trust of social media platforms|Evaluating a student's academic performance|A case heard and decided by the International Criminal Court|Campaign finance or donation limit,6819c1ac-55a1-9dc6-870e-aade109968d3,25,1,1,1,3,5,3,3,33973,,,Group3_ImmigrantsOrigins|Group7_JunkfoodAds|Group14_Authoritarianism&AmericanRights|Group1_CampaignFinance|Group5_MistrustSocialMedia|Group13_AITrust,g2-field-study|g2-field-work|g2q1b|g2q2|G2-Timer,G1-Timer|G1_control|G1_Q2_allgroups|G1_Q3_allgroups|G1_Q4_allgroups,G3-Timer|g3-1x1|g3q1|g3q3|g3q2-attention check,G5_timer|G5_twitter|G5q1_trust_headline|G5q2_successful|G5q3_trust_platforms,G7_timer|G7_control|G7Q1|G7Q2|G7Q3|G7Q4,G13-Timer|G13_HighRisk_1|G13_DV,G14_timer|G14_Treatment|G14_Axis1_IOcooperat|G14_Axis1_sovereignt|G14_Axis2_democracy|G14_Axis2_strongman|G14_Axis2_majority|G14_Axis2_constituti
